companyName,accountID,country,city,state,companyType,rapNetMemberSince,totalRating,yearsSinceJoining
Natural Elements,120863,USA,San Diego,California,Jewelry Retailer,2021-08-27T00:00:00,0,3
Nature Diam Inc,128223,USA,New York City,New York,Diamond Dealer/Broker,2024-06-14T00:00:00,0,Less than 1 year
Mr. Jewelstore Inc,102533,USA,New York,New York,Online Jewelry Store,2016-02-15T00:00:00,0,8
"MRA International, Inc.",20176,USA,Sarasota,Florida,Diamond Dealer/Broker,2013-06-02T00:00:00,0,11
MS SARL,118407,FRANCE,,,Diamond Dealer/Broker,2020-12-18T00:00:00,0,4
MS Ziedelio Didmena,118613,LITHUANIA,Kaunas,,"Jewelry Retail Chain 1-5 Stores, Online Jewelry Store",2021-01-14T00:00:00,0,3
MTARUN USA INC.,125944,USA,New York,New York,Wholesaler ,2023-07-13T00:00:00,0,1
MTCarat,116541,USA,Miami,Florida,Colored Stone Dealer/Broker,2020-05-11T00:00:00,0,4
MTD Teller Diamonds Ltd.,72767,ISRAEL,,,Diamond Manufacturer/Cutter,2012-10-18T00:00:00,0,12
MTM Champagne,20395,CANADA,Montreal,Quebec,Auctioneer ,2007-09-18T00:00:00,0,17
MUCEVHER EXCLUSIVE,112305,TURKEY,BURSA,,Diamond Dealer/Broker,2019-02-28T00:00:00,0,5
MUFF FINE DIAMONDS AG,33521,SWITZERLAND,Baar,ZG,Diamond Dealer/Broker,2001-05-21T00:00:00,0,23
MUKTI GOLD PVT LTD,123248,INDIA,MUMBAI,Maharashtra,Jewelry Manufacturer,2022-06-09T02:06:00,0,2
MUKUT JEWELS,71546,INDIA,KOLKATA,West Bengal,Jewelry Manufacturer,2009-08-03T00:00:00,0,15
"Muller Rare Coins & Fine Jewelry, LLC",91219,USA,Hamburg,Pennsylvania,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores, Refiner",2013-09-17T00:00:00,0,11
MULT STONES,127223,BRAZIL,SAO PAULO,São Paulo,Gem Dealer ,2024-02-20T11:20:00,0,Less than 1 year
MULTANI JEWELLERS A UNIT OF URMIL PROPERTIES AND I,119380,INDIA,NEW DELHI,Delhi,Jewelry Retailer,2021-03-22T00:00:00,0,3
MULTI BLESS LIMITED,108456,HONG KONG,SHEUNG WAN,HONG KONG ISLAND,Diamond Dealer/Broker,2018-01-05T00:00:00,0,6
Multi-Color Corp.,50842,USA,NEW YORK,New York,Diamond Dealer/Broker,2004-02-10T00:00:00,0,20
Munchel's Fine Jewelry Inc,79318,USA,Lakeland,Florida,Independent Jeweler,2021-03-30T00:00:00,0,3
MUNI DIAM,128571,INDIA,MUMBAI,Maharashtra,Jewelry Retailer,2024-07-31T00:00:00,0,Less than 1 year
MUNI DIAM,112500,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2019-03-15T00:00:00,0,5
MUNI IMPEX,107072,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2017-07-25T00:00:00,0,7
MURALIDHAR TRIVEDI INDIVIDUAL,128400,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2024-07-04T00:00:00,0,Less than 1 year
MURASAKI JEWELS,115798,HONG KONG,TSIM SHA TSUI,KOWLOON,"Diamond Manufacturer/Cutter, Online Jewelry Store, Jewelry Manufacturer",2020-01-19T00:00:00,0,4
Murcia and Co (PTY) Ltd,106287,SOUTH AFRICA,Capetown,,"Diamond Dealer/Broker, Jewelry Manufacturer",2017-04-24T00:00:00,0,7
MURLIDHAR JEWELLERS,115588,INDIA,ABOOHAR,Punjab,Jewelry Retail Chain 1-5 Stores,2019-12-31T07:22:00,0,5
NAMDAR-RAMAGEM,94898,ITALY,VALENZA (ALESSANDRIA),,Diamond Mining,2014-06-16T00:00:00,0,10
NAMISH IMPEX DMCC,123985,UAE,,Dubai,,2022-09-28T00:00:00,0,2
NAMO TRADE,128113,HONG KONG,TSIM SHA TSUI,Kowloon City,Diamond and Jewelry Dealer/Broker,2024-06-04T00:00:00,0,Less than 1 year
Nan Chang Shang Shi Yuan Jewelery Ltd,98140,CHINA,"Dong Hu District, Nan Chang City,",Anhui,Diamond Manufacturer/Cutter,2015-03-03T00:00:00,0,9
NANA BIJOU LLC.,120867,USA,LOS ANGELES,California,Online Jewelry Store,2021-08-29T00:00:00,0,3
NANAK GEMS,115539,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-12-25T00:00:00,0,5
Nancy and David Fine Jewels,108980,USA,Millburn,New Jersey,Independent Jeweler,2018-03-01T00:00:00,0,6
Nancy Diamonds India,126724,INDIA,INDORE,Madhya Pradesh,"Diamond Dealer/Broker, Online Jewelry Store",2023-11-16T00:00:00,2,1
Nancy Gems Inc.,53968,USA,LOS ANGELES,California,Diamond Dealer/Broker,2005-11-03T00:00:00,0,19
NAND JEWELS,127931,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2024-05-06T00:00:00,0,Less than 1 year
Nanda Jewellers Inc,112605,CANADA,Vancouver,British Columbia,Jewelry Retail Chain,2019-03-20T00:00:00,0,5
NANDLAL D SONS JEWELLERS,124352,INDIA,NEW DELHI,Delhi,Jewelry Retailer,2022-11-28T00:00:00,0,2
NanJing ZuanZhiYuan Jewelry,111533,CHINA,Nanjing,Jiangsu,Diamond Dealer/Broker,2018-12-14T00:00:00,0,6
nanowebgroup (Test Account for Nanoweb) - Rapaport,91973,USA,New York,New York,Rapaport Group,2013-11-17T00:00:00,0,11
Nanyang Jewelry Store,77819,CHINA,SHENZHEN,Guangdong,Diamond Manufacturer/Cutter,2011-03-27T00:00:00,0,13
NAQSH DIAMOND DMCC,115908,UAE,DUBAI-DEIRA,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Jewelry Manufacturer",2020-01-30T00:00:00,0,4
NARA S.R.L.,55252,ITALY,Milan,,Diamond Dealer/Broker,2005-04-11T00:00:00,0,19
NARAYAN JEWELLERS (DIVISIONOF SHRI AMBALALCHATURBH,115504,INDIA,VADODARA,Gujarat,Jewelry Retailer,2019-12-20T00:00:00,0,5
Narayan Jewellers- Mukesh Soni,125205,INDIA,Kolkata,Andaman & Nicobar Islands,Independent Jeweler,2023-03-23T00:00:00,0,1
NAREDI JEWELS,117703,INDIA,HYDERABAD,Andhra Pradesh,Diamond Dealer/Broker,2020-09-24T00:00:00,0,4
NAREN GEMS PVT. LTD.,67081,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2008-07-02T00:00:00,0,16
NARESH JEWELS,92622,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2014-01-06T00:00:00,0,10
Narisa Jewelry Individual Enterprise,121467,LAO P.D.R.,Vientiane,,Independent Jeweler,2021-11-18T00:00:00,0,3
Narola Brothers,104250,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2016-08-04T00:00:00,1,8
NAROLA DIAMONDS PRIVATE LIMITED,71100,INDIA,Mumbai,Maharashtra,Diamond Manufacturer/Cutter,2009-05-22T00:00:00,2,15
Murliwala Jewellers,104335,INDIA,New Delhi,Delhi,Jewelry Manufacturer,2016-08-16T00:00:00,0,8
MUSADDILAL & SONS,128181,INDIA,Hyderabad,Telangana,,2024-06-07T00:00:00,0,Less than 1 year
MUSK ART AND JEWELLEERY,127750,INDIA,DELHI,Delhi,Jewelry Manufacturer,2024-04-11T00:00:00,0,Less than 1 year
Mustafa Yazici,112113,TURKEY,Istanbul,,Jewelry Manufacturer,2019-02-18T00:00:00,0,5
MUSTANG SERVICES,55776,INDIA,SECUNDERABAD,Andhra Pradesh,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2009-12-31T00:00:00,0,15
Mutiara Sarl,104548,LEBANON,Jdeidet El-Metn,,Diamond Dealer/Broker,2016-09-15T00:00:00,0,8
Mvluxurygroup,107970,ITALY,Milano,,Independent Jeweler,2017-11-06T00:00:00,0,7
MX Diamonds,118543,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2021-01-08T00:00:00,0,3
My Collection Inc.,35646,USA,Boca Raton,Florida,Diamond Dealer/Broker,2007-08-20T00:00:00,0,17
My Dear Diamonds,92013,BELGIUM,Antwerp,,Diamond Dealer/Broker,2013-11-20T05:23:00,0,11
MY DIAM,97248,INDIA,SURAT,Gujarat,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Wholesaler ",2014-12-19T00:00:00,0,10
My Diamond Jewellery,109060,EGYPT,Giza,,Jewelry Retailer,2018-03-08T00:00:00,0,6
My Diamonds,68900,USA,New York,New York,Diamond Dealer/Broker,2008-04-07T00:00:00,2,16
My Diamonds USA LLC,115730,USA,New York,,Jewelry Retailer,2020-01-10T00:00:00,0,4
My Promise & Co.,122594,HONG KONG,Hong Kong,,Wholesaler ,2022-03-09T00:00:00,0,2
My Tran Jewelry,99836,USA,westminster,California,Independent Jeweler,2015-06-23T00:00:00,0,9
MY WAY DIAMONDS LTD.,91394,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2013-10-03T00:00:00,0,11
Mya Nassi Inc.,35621,USA,NEW YORK,New York,Independent Jeweler,2001-01-23T00:00:00,0,23
Myaliron SA,127904,SWITZERLAND,Les Acacias,Geneva,Diamond and Jewelry Dealer/Broker,2024-04-30T00:00:00,0,Less than 1 year
myBrilli GmbH,117086,AUSTRIA,Tyrol,,Diamond Dealer/Broker,2020-07-28T00:00:00,0,4
Mycol Diamonds Ltd,92120,ISRAEL,Ramat Gan,Israel,Diamond Manufacturer/Cutter,2013-12-05T00:00:00,0,11
Myerson's Ltd,25067,CANADA,Toronto,Alberta,Diamond Dealer/Broker,1999-06-30T00:00:00,0,25
MyGemma,73906,USA,New York,New York,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2010-03-23T00:00:00,0,14
MYNESS INC Dba The Goldsmith,116756,USA,BINGHAMTON,New York,Jewelry Retailer,2020-06-15T00:00:00,0,4
Myra The Diamond Studio,120935,INDIA,MUMBAI,Maharashtra,,2021-09-09T00:00:00,0,3
Millat Han Ltd,85253,HONG KONG,CENTRAL,Hong Kong,Jewelry Manufacturer,2012-08-06T00:00:00,0,12
MILLENIUM JEWELS,112022,INDIA,DELHI,Delhi,Independent Jeweler,2019-02-11T00:00:00,0,5
Millenium Star Bvba,81197,BELGIUM,Antwerp,,Diamond Dealer/Broker,2013-12-10T00:00:00,0,11
MILLENNIA JEWELS LLP,108593,INDIA,DEHRADUN,Uttarakhand,Independent Jeweler,2018-01-22T00:00:00,0,6
MILLENNIUM  GEMS DMCC,128628,UAE,DUBAI,,,2024-07-26T00:00:00,0,Less than 1 year
Millennium Diamonds,129184,INDIA,,,Jewelry Manufacturer,Unknown,0,Unknown
MILLENNIUM DIAMONDS,57630,SOUTH AFRICA,Bedfordview,Eastern Cape,Diamond Manufacturer/Cutter,2007-08-08T00:00:00,0,17
millennium gem llc,119428,USA,New York,New York,Jewelry Retailer,2021-03-25T00:00:00,0,3
Millennium Gems Inc.,67626,USA,New York,New York,Jewelry Manufacturer,2007-11-16T00:00:00,0,17
"MILLENNIUM STAR JEWELRY,INC.",66389,CHINA,SHENZHEN,Guangdong,Jewelry Manufacturer,2007-03-06T00:00:00,0,17
Millennium Trading Co.,53087,USA,New York,New York,Diamond Dealer/Broker,2007-07-16T00:00:00,0,17
Miller & Veit Inc,68252,USA,New York,New York,Diamond Dealer/Broker,2014-03-07T00:00:00,0,10
Miller Consulting,32667,USA,HANOVER,Pennsylvania,Diamond Dealer/Broker,2006-04-27T00:00:00,0,18
Miller's Jewelry,19200,USA,Bozeman,Montana,Independent Jeweler,2014-02-13T00:00:00,0,10
Millers international diamond cutters inc,117161,USA,Portland,Oregon,Diamond Manufacturer/Cutter,2020-08-04T00:00:00,0,4
Millionhands Company Limited,127010,HONG KONG,kowloon,kowloon,Not Set,2024-01-14T00:00:00,0,Less than 1 year
Millman Diamond Group Ltd.,67733,USA,NEW YORK,New York,Independent Jeweler,2007-10-19T00:00:00,0,17
Mills Jewelers & Loan,120452,USA,Camarillo,,Jeweler ,2021-07-09T00:00:00,0,3
MILLY DIAMONDS,105043,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2016-11-17T00:00:00,0,8
"Milner, LLC.",113947,USA,Philadelphia,Pennsylvania,Independent Jeweler,2019-07-22T00:00:00,0,5
MILONI GEMS VASANT VORA,128976,INDIA,MUMBAI,Maharashtra,,Unknown,0,Unknown
Mimi Jewellery Limited,103012,UNITED KINGDOM,London,,"Online Jewelry Store, Appraiser",2020-03-12T00:00:00,0,4
Mimi So Intl,114366,USA,NEW YORK,New York,Jewelry Manufacturer,2019-09-05T00:00:00,0,5
Mimi's Jewelry,29124,USA,Fountain Valley,California,Independent Jeweler,1999-07-20T00:00:00,0,25
MiMiShe Jewelry,113061,CHINA,Tianjin,Tianjin,Diamond Dealer/Broker,2019-04-29T00:00:00,0,5
Nature's Art Limited,122724,UNITED KINGDOM,London,,Diamond Dealer/Broker,2022-03-24T00:00:00,0,2
NAV EXPORT,74012,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2010-03-25T00:00:00,0,14
NAVEEN JEWELLERS,122187,INDIA,SAHARANPUR,Uttar Pradesh,Independent Jeweler,2022-02-03T00:00:00,0,2
NAVGRAHAA JEWELS Pvt. Ltd,68399,INDIA,Mumbai,Maharashtra,Jewelry Manufacturer,2009-10-09T00:00:00,0,15
Navikan Inc.,15152,USA,Chicago,Illinois,Diamond Dealer/Broker,2005-11-29T00:00:00,0,19
NAVKAAR JEWELS,126378,INDIA,DELHI,Delhi,,2023-09-22T00:00:00,0,1
NAVKAR DIAMONDS,124523,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2022-12-20T00:00:00,0,2
NAVKAR GEMS & JEWELS,101094,INDIA,SURAT,Gujarat,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2015-11-19T00:00:00,0,9
NAVODAR MONIKA RADOVAN S.P.,121460,SLOVENIA,Trebnje,,Wholesaler ,2021-11-17T00:00:00,0,3
Navya Gems and Jewels,128511,INDIA,HYDERABAD,Telangana,Jewelry Manufacturer,Unknown,0,Unknown
NAYSAR GEMS,109245,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2018-03-27T00:00:00,0,6
Nazar's Fine Jewelry,12863,USA,HOUSTON,Texas,Independent Jeweler,1999-04-14T00:00:00,0,25
Nazarian Jewelers of NH,108979,USA,Andover,Massachusetts,Jewelry Manufacturer,2018-03-01T00:00:00,0,6
Nazirs Fine Jewelrs Inc.,78899,USA,Wenham,Massachusetts,Jewelry Retailer,2021-05-06T00:00:00,0,3
NB Diamonds,104429,UNITED KINGDOM,London,,"Jewelry Manufacturer, Diamond and Jewelry Dealer/Broker",2016-08-30T00:00:00,0,8
NC Diamonds Direct USA Inc,14286,USA,Charlotte,North Carolina,Independent Jeweler,2008-01-01T00:00:00,0,16
NCC Enterprises LLC,118671,USA,Miami,Florida,Diamond and Jewelry Dealer/Broker,2021-01-20T00:00:00,0,3
ND Channel Corp,111299,USA,New York,New York,"Independent Jeweler, Jewelry Manufacturer",2018-11-13T00:00:00,0,6
ND FACETS LIMITED,127927,HONG KONG,NORTH LANTAU,,Diamond Dealer/Broker,2024-05-06T00:00:00,0,Less than 1 year
ND Reiff Company,25336,USA,Philadelphia,Pennsylvania,Diamond Dealer/Broker,2003-12-09T00:00:00,0,21
NDC Diamonds LLC,85924,USA,Carlsbad,California,Diamond Dealer/Broker,2012-12-14T00:00:00,0,12
NDT JEWELRY INC,36816,USA,Tampa,Florida,Diamond Dealer/Broker,2008-12-30T00:00:00,0,16
Necker's Jewelers,74352,USA,DEWITT,Iowa,Independent Jeweler,2010-04-27T00:00:00,0,14
NEEL BHUPENDRABHAI SHAH,92483,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2013-12-23T00:00:00,0,11
NEEL DIMON,109881,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2018-06-04T00:00:00,0,6
NICHIN IMPEX CO,25417,JAPAN,TOKYO,,Diamond Dealer/Broker,2005-07-26T00:00:00,0,19
Nicholas Diamonds BVBA,112223,BELGIUM,Antwerp,,"Independent Jeweler, Online Jewelry Store",2019-02-26T00:00:00,0,5
Nicholas Wylde Goldsmith Ltd.,82274,UNITED KINGDOM,Bath,,Independent Jeweler,2012-02-19T00:00:00,0,12
NICK DIAMOND,88699,HONG KONG,HONG KONG,,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2013-03-21T00:00:00,0,11
Nick's Diamond & Jewelry Inc.,88190,USA,Orlando,Florida,Jewelry Manufacturer,2013-02-15T00:00:00,0,11
Nick's Inc,89218,USA,Rochester,New York,Pawn shop,2013-04-29T00:00:00,0,11
Nicky Diamonds International Inc.,55728,USA,New York,New York,Diamond Dealer/Broker,2005-06-10T00:00:00,0,19
Nicole Mera LLC,122357,USA,San Antonio,Texas,Jewelry Retailer,2022-02-18T00:00:00,0,2
Nidhaan Jewels,126983,INDIA,Navsari,Andaman & Nicobar Islands,Jewelry Retailer,2024-01-08T00:00:00,0,Less than 1 year
NIDHI DIAMONDS,73449,INDIA,Mumbai,Maharashtra,Diamond Manufacturer/Cutter,2009-12-30T00:00:00,0,15
Niel Diamond Ltd,122671,MACAU,Macau,,Wholesaler ,2022-03-17T00:00:00,0,2
Nigal Inc - San Diego 2,89920,USA,san diego,California,Pawn shop,2020-01-23T00:00:00,0,4
NIHAR JEWELS,111579,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2018-12-24T00:00:00,0,6
NIK GEMS,114336,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2019-08-30T00:00:00,0,5
NIKHIL DIAMOND,106690,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2017-06-08T00:00:00,0,7
NIKHIL EXPORTS,92625,INDIA,MUMBAI,Andaman & Nicobar Islands,Diamond Dealer/Broker,2014-01-06T06:39:44,0,10
Nikhil Kapopara,117828,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2020-10-13T00:00:00,0,4
NIKI JEWELS PVT LTD,70804,INDIA,MUMBAI,Maharashtra,Jewelry Manufacturer,2009-03-18T00:00:00,0,15
NIKITA JEWELLERS PVT LTD,103315,INDIA,Navi-Mumbai,Maharashtra,Independent Jeweler,2016-04-22T00:00:00,0,8
NIKKAMAL JEWELLERS PVT LTD.,90875,INDIA,LUDHIANA,Punjab,Independent Jeweler,2013-08-21T00:00:00,0,11
Nikolaides watches & jewellery,102594,CYPRUS,Larnaka,,Diamond Dealer/Broker,2016-02-22T00:00:00,0,8
Nikos Fanourakis,91840,GREECE,Heraklion,,Jewelry Manufacturer,2013-11-21T00:00:00,0,11
NILAY GEMS,85840,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2012-09-11T00:00:00,0,12
NILESH JEWELLERS,84113,UAE,DUBAI,DUBAI,Independent Jeweler,2012-05-17T00:00:00,0,12
NILKANTH GEMS,119150,INDIA,,,Diamond Dealer/Broker,2021-03-02T00:00:00,0,3
NEELAM EXPORTS,88672,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2013-03-19T00:00:00,0,11
NEELGEM FINE JEWELLERY,114285,INDIA,MUMBAI,Maharashtra,"Jewelry Retail Chain, Jewelry Manufacturer",2019-08-23T00:00:00,0,5
NEELKANTH GEMS,120972,INDIA,MUMBAI,Maharashtra,,2021-09-15T00:00:00,0,3
NEELKANTH GOLD AND DIAMONDS PRIVATE LIMITED,47873,INDIA,bangalore,Andaman & Nicobar Islands,Independent Jeweler,2008-03-21T00:00:00,0,16
NEELSON GEMS,114168,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2019-08-09T00:00:00,0,5
NEER IMPEX,117195,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2020-08-07T00:00:00,0,4
NEET DIAM,124713,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2023-01-23T00:00:00,0,1
NEETDIAM,27525,USA,Los Angeles,California,Diamond Dealer/Broker,2016-12-28T00:00:00,0,8
Neeter House of Luxury,124069,USA,bellingham,Washington,Jewelry Retailer,2022-10-13T15:40:00,0,2
Neeti Diam DMCC,124202,UAE,DUBAI,,Not Set,2022-11-03T00:00:00,0,2
NEETI DIAMONDS,121877,INDIA,MUMBAI,Maharashtra,,2022-01-02T00:00:00,0,2
NEEV DIAMONDS,107247,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2017-08-16T00:00:00,0,7
NEEV IMPEX,112141,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-02-20T00:00:00,0,5
NEHAL DIAMONDS,124567,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2022-12-28T00:00:00,0,2
NEHAL KISHORE MEHTA,125739,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2023-06-19T00:00:00,0,1
NEHAL MEHTA,88805,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2013-03-29T00:00:00,0,11
Neil Dahl Jewelers,70862,USA,Palo Alto,California,Independent Jeweler,2009-04-01T00:00:00,0,15
Neil Diamonds Inc.,1570,USA,Oradell,New Jersey,Independent Jeweler,1999-04-14T00:00:00,0,25
Neil Diamonds Inc.,59773,USA,Pleasanton,California,Diamond Dealer/Broker,2012-01-13T00:00:00,0,12
NEIL LANE JEWELRY,31028,USA,Los Angeles,California,Independent Jeweler,2012-11-07T00:00:00,0,12
Neli Gems Corp.,9653,USA,New York,New York,Diamond Dealer/Broker,2008-06-18T00:00:00,0,16
Nelly's Fine Jewelry and Watches,78868,USA,New York,New York,Independent Jeweler,2011-06-17T00:00:00,0,13
Nelson Coleman & Sons Ltd,12399,USA,Towson,Maryland,Independent Jeweler,2014-05-06T00:00:00,0,10
NELSON JEWELLERY ARTS CO LTD,8999,HONG KONG,Hunghom,Kowloon,Jewelry Manufacturer,1999-05-13T00:00:00,0,25
Nemaro Jewelers Inc.,22613,USA,Miami,Florida,Independent Jeweler,2012-01-19T00:00:00,0,12
Nemat Gems Inc.,76397,USA,Great Neck,New York,Diamond Dealer/Broker,2010-11-23T00:00:00,0,14
NEMI GEMS,109329,UAE,DUBAI,,Diamond Dealer/Broker,2018-04-04T00:00:00,0,6
NEMIAADI GEMS,126260,INDIA,Surat,Gujarat,,2023-09-06T00:00:00,0,1
NEMICHAND BAMALWA & SONS - KOLKATA 2,12367,INDIA,KOLKATA,West Bengal,Diamond Dealer/Broker,2010-08-26T00:00:00,0,14
NEMICHAND BAMALWA AND SONS (J),117901,INDIA,KOLKATA,West Bengal,Jewelry Retailer,2020-10-19T00:00:00,0,4
NEMICHAND BAMALWA JEWELLERS PRIVATE LIMITED,111943,INDIA,KOLKATA,West Bengal,Jewelry Retail Chain,2019-01-31T00:00:00,0,5
Nemideep Bvba,81712,BELGIUM,Antwerp,,Diamond Dealer/Broker,2017-01-16T00:00:00,0,7
NEO GEMS,87282,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2012-12-10T00:00:00,0,12
Neodiam,124306,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2022-11-21T00:00:00,0,2
NEON GEMS,19148,USA,Los Angeles,California,Diamond Dealer/Broker,2011-10-26T00:00:00,0,13
NEPTUNE DIAMONDS PVT LTD,128808,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2024-08-20T00:00:00,0,Less than 1 year
Nera Diam LLP,105705,INDIA,Mumbai,Maharashtra,Diamond and Jewelry Dealer/Broker,2017-02-16T00:00:00,0,7
Nerces fine jewelry,96559,USA,Ventura,California,Independent Jeweler,2020-07-16T00:00:00,0,4
NESS DIAMONDS INC.,99445,USA,NEW YORK,New York,Diamond Dealer/Broker,2015-05-29T00:00:00,0,9
NESSIM SAMUEL & FIGLI SRL - MILANO 2,9476,ITALY,Milano,,Diamond Dealer/Broker,2000-07-20T00:00:00,0,24
NET JAPAN (HONG KONG) CO LTD,78451,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2011-05-18T00:00:00,0,13
NET JAPAN CO LTD,28623,JAPAN,Tokyo,,Independent Jeweler,2005-07-05T00:00:00,0,19
NETAJI JEWELS PRIVATE LIMITED,129884,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2024-11-21T00:00:00,0,Less than 1 year
Netanel Jewelry,122953,ISRAEL,Ramat Gan,,Jeweler ,2022-04-27T00:00:00,0,2
Neugebauer's Fine Jewelry,102937,USA,Rapid City,South Dakota,Independent Jeweler,2016-03-22T18:16:00,0,8
NEV Jewellery,79639,TURKEY,Istanbul,Istanbul,"Jewelry Retail Chain 1-5 Stores, Jewelry Manufacturer",2014-02-20T00:00:00,0,10
Nevada Coin Mart Inc.,100846,USA,Las Vegas,Nevada,Gold Buyer,2015-09-25T00:00:00,0,9
New Bond Street Pawnbrokers,68545,UNITED KINGDOM,London,MAYFAIR,Pawn shop,2012-11-21T00:00:00,0,12
NEW DANTON S.R.L,75717,ITALY,Rimini,Rimini,Jewelry Manufacturer,2010-10-04T00:00:00,0,14
New Diamond Connection Corp,33759,USA,New York,New York,Diamond Manufacturer/Cutter,2006-05-01T00:00:00,0,18
Mireya (UK) Limited,112849,UNITED KINGDOM,London,,Diamond Dealer/Broker,2019-04-08T00:00:00,0,5
Miro Jack Diamonds Corp,2864,USA,Los Angeles,California,Diamond Dealer/Broker,1999-07-27T00:00:00,0,25
MIRO JEWELERS,61483,USA,DENVER,Colorado,Independent Jeweler,2016-09-09T00:00:00,0,8
Mirus Preziosi Di Lorenzo Ammirabile,112595,ITALY,Bologna,,"Independent Jeweler, Online Jewelry Store, Jewelry Manufacturer",2019-03-20T00:00:00,0,5
Misaki Inc.,118357,USA,New York,New York,Online Jewelry Store,2020-12-09T00:00:00,0,4
Misfit Diamonds Ltd,119400,CANADA,Vancouver,British Columbia,Diamond Dealer/Broker,2021-03-23T00:00:00,0,3
Mishal Diamonds,93717,SINGAPORE,Singapore,,Diamond Dealer/Broker,2014-04-04T00:00:00,0,10
Mishank DMCC,125304,UAE,Dubai,Dubai,Diamond Dealer/Broker,2023-04-04T00:00:00,0,1
Mishel Hakimi Co.,19545,USA,New York,New York,Diamond Dealer/Broker,2002-07-19T00:00:00,0,22
Mishti Trading Co,119015,HONG KONG,KOWLOON,Kowloon,Diamond Dealer/Broker,2021-02-22T00:00:00,0,3
Misty jewel ltd,130064,HONG KONG,,,Jewelry Manufacturer,2024-12-09T00:00:00,0,Less than 1 year
MISU DIAMOND,107099,INDIA,,Gujarat,Diamond Dealer/Broker,2017-07-28T00:00:00,0,7
MIT - DIX GEMS,69277,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2008-06-02T00:00:00,0,16
MIT''''''''S CREATION CO. LTD.,46200,THAILAND,Bangkok,BKK,"Diamond Dealer/Broker, Independent Jeweler",2018-04-02T00:00:00,0,6
MITAL MFG . CO.,74351,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2010-04-27T00:00:00,0,14
Mitchell Jewelers LLC,65340,USA,East Meadow,New York,Diamond Dealer/Broker,2007-09-19T00:00:00,0,17
Mitchell Swerdlow Inc.,22044,USA,Davie,Florida,Diamond Dealer/Broker,1999-05-14T00:00:00,0,25
Mitchener & Farrand,26252,USA,Oklahoma City,Oklahoma,Appraiser,2013-05-23T00:00:00,0,11
MITESH PUNAMIYA,119315,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2021-03-15T00:00:00,1,3
MITTAL DIAM,118988,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2021-02-17T00:00:00,0,3
MIZRAHI,116823,USA,NEWPORT BEACH,California,Diamond Dealer/Broker,2020-06-24T00:00:00,0,4
MIZRAHI BANK,33743,ISRAEL,Ramat Gan,Central District,Finance/Banking,2011-05-03T00:00:00,0,13
